Date,Open,High,Low,Close,Volume,Adj Close
2013-08-05,170.57,170.96,168.55,169.31,84072200,166.05
2013-07-29,168.68,170.97,168.11,170.95,101769600,167.66
2013-07-22,169.41,169.86,167.52,169.11,98415100,165.85
2013-07-15,167.97,169.27,167.07,169.17,91695600,165.91
2013-07-08,163.86,167.93,163.08,167.51,117721100,164.28
2013-07-01,161.26,163.08,160.22,163.02,121112900,159.88
2013-06-24,157.41,161.82,155.73,160.42,161865100,157.33
2013-06-17,164.29,165.99,157.47,159.07,210070600,156.00
2013-06-10,165.31,165.40,161.30,163.18,149463800,159.19
2013-06-03,163.83,165.10,160.25,164.80,185264600,160.77
2013-05-28,167.04,167.78,163.13,163.45,147171700,159.46
2013-05-20,166.78,169.07,163.94,165.31,157509100,161.27
2013-05-13,163.20,167.04,162.82,166.94,112255400,162.86
2013-05-06,161.49,163.70,161.42,163.41,92920400,159.42
2013-04-29,158.67,161.88,158.10,161.37,116813500,157.43
2013-04-22,155.78,159.27,154.75,158.24,119291000,154.37
2013-04-15,158.00,158.13,153.55,155.48,181774400,151.68
2013-04-08,155.27,159.71,154.75,158.80,110141300,154.92
2013-04-01,156.59,157.21,153.77,155.16,129283300,151.37
2013-03-25,156.01,156.85,154.35,156.67,110265500,152.84
2013-03-18,154.34,155.95,153.59,155.60,129559900,151.80
2013-03-11,155.32,156.80,155.13,155.83,109396900,152.02
2013-03-04,151.76,155.65,151.52,155.44,104898200,150.97
2013-02-25,152.63,152.87,148.73,152.11,176140700,147.74
2013-02-19,152.37,153.28,149.94,151.89,136323400,147.52
2013-02-11,151.74,152.61,151.39,152.11,103510200,147.74
2013-02-04,150.32,151.89,149.43,151.80,135474500,147.44
2013-01-28,150.29,151.42,149.51,151.24,119329700,146.89
